url,score
https://www.indeed.com/rc/clk?jk=6b03fb5821a9f988&fccid=56107a2157065d1b&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=8c965a55e28ff489&fccid=781e54d1adcfd0df&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=b89478b0e30ecc94&fccid=a4b7e90c6a891db3&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=f227716e0cdc0d91&fccid=dc364858f8299899&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=b89478b0e30ecc94&fccid=a4b7e90c6a891db3&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=618b772f5597e955&fccid=02027ade51527f42&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=10868323ee4a13a4&fccid=936367796261bd6e&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=f07befdb5c0627f1&fccid=a2faf1301ac6ad4b&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=618b772f5597e955&fccid=02027ade51527f42&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=618769041a5189b2&fccid=6c6be4ac01722b08&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=7a81dd38898aac6e&fccid=b45c4b5a9c9a7448&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=cb6063dca4f0addc&fccid=90e13980bc03c064&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=f5a172897ec4ec43&fccid=f46d2a22e8c08ae8&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=91dd5186a266e47c&fccid=a015205ad138ca75&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=2e1ab1be15ca300d&fccid=db25687464a9ecf6&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=0aea6dbe32c6097a&fccid=77950f54df1117ec&vjs=3,14.29
